random_rep,pair_id,source_idx,target_idx,patch_layer,matched_norm,base_prediction,patched_prediction,delta_wsr_predicted,direction_seed,base_source,elapsed_seconds
11,4,441,256,19,103.68385624866029,-0.0309425523201656,0.049840130483938205,0.0807826828041038,372977299,live_unpatched_same_model,1.2494662999524735
11,5,84,407,19,103.17152579354456,0.0701096946469617,0.07695850188453383,0.006848807237572127,674004890,live_unpatched_same_model,1.2423565000062808
11,6,180,181,19,110.38806055107938,-0.0706881178551478,-0.06522925418036993,0.005458863674777867,3699398504,live_unpatched_same_model,1.235536200052593
11,7,442,166,19,108.47418947067077,-0.0374219266130395,-0.06860025307769727,-0.031178326464657763,849143831,live_unpatched_same_model,1.2509396999957971
11,8,353,336,19,109.08276948497313,0.2334113362848168,0.013542257553018825,-0.21986907873179798,266885677,live_unpatched_same_model,1.2495495000039227
11,9,121,471,19,136.23808812678564,0.1553593319424777,0.2701591527634454,0.11479982082096768,1019067877,live_unpatched_same_model,1.2389841999975033
11,10,145,125,19,85.2051251574838,-0.0414361952716543,-0.011446611703072195,0.029989583568582105,1009289447,live_unpatched_same_model,1.2580472000408918
11,11,222,268,19,112.73324134162299,-0.0744144220976672,-0.0017540951888064132,0.07266032690886079,4268037379,live_unpatched_same_model,1.2429078000131994
11,12,217,403,19,117.51799281220073,0.356841227425656,0.43330610421471977,0.07646487678906377,1909726767,live_unpatched_same_model,1.2417001000139862
11,13,209,443,19,119.69797830784465,-0.0405956674567725,0.0021904854412277087,0.0427861528980002,2171743928,live_unpatched_same_model,1.2389659999753349
11,14,322,267,19,140.07018286936724,0.20774430399201,0.3526625736392631,0.14491826964725313,248949053,live_unpatched_same_model,1.2330051999888383
11,15,65,148,19,124.16221683795429,0.0040545803889276,0.1960592970414265,0.1920047166524989,2455947572,live_unpatched_same_model,1.242020000005141
12,1,368,13,19,100.27535664750594,0.3222584150282147,0.36026059754137546,0.03800218251316079,3428107791,live_unpatched_same_model,1.2466565999784507
12,2,340,186,19,124.14250147738309,0.5517011289529234,0.753741411292602,0.20204028233967852,1807115720,live_unpatched_same_model,1.2349381999811158
12,3,135,70,19,133.86533456399275,-0.0451771379115059,0.08221452521320866,0.12739166312471456,576096588,live_unpatched_same_model,1.2347288999590091
12,4,441,256,19,103.68385624866029,-0.0309425523201656,-0.07194506109528925,-0.04100250877512365,2284000228,live_unpatched_same_model,1.2524172000121325
12,5,84,407,19,103.17152579354456,0.0701096946469617,-0.1902823510666351,-0.2603920457135968,2934405046,live_unpatched_same_model,1.2440624000155367
12,6,180,181,19,110.38806055107938,-0.0706881178551478,0.0032222356130672597,0.07391035346821505,1673285577,live_unpatched_same_model,1.2359551999834366
12,7,442,166,19,108.47418947067077,-0.0374219266130395,0.1388978930402022,0.1763198196532417,2808747233,live_unpatched_same_model,1.2482462000334635
12,8,353,336,19,109.08276948497313,0.2334113362848168,0.06755474784073376,-0.16585658844408305,888791988,live_unpatched_same_model,1.2543687000288628
12,9,121,471,19,136.23808812678564,0.1553593319424777,0.25933575050009783,0.10397641855762013,3825545578,live_unpatched_same_model,1.2373776999884285
